1;slums;Bell Madonna;6;300;300;b0010058;59874;95;15101;191;false;false;34;100000;7c1c00c6;;2;9;7080000;;1;
1;slums;Bell Madonna;6;300;300;af010058;59523;-105;9749;212;false;false;34;100000;7c1c00c6;;2;9;7080000;;1;
1;slums;Blackwood Mushfake;4;225;225;b5010058;11485;95;4358;20;false;false;34;100000;951c00c6;5;2;9;7080000;;1;
1;slums;Blood Noble;59;1525;0;48050040;-184;3295;3425;254;false;false;34;100000;;;3;9;fd070000;47650;14;671090893
1;slums;Blood Noble;59;2287;397;3f050040;-350;3295;3528;190;false;false;34;100000;;20;2;9;6080000;;14;671090893
1;slums;Blackwood Goof;3;125;125;b3010058;-7253;95;8994;101;false;false;34;100000;941c00c6;1;3;9;7080000;;;
1;slums;Blackwood Goof;3;125;125;b3010058;-6519;95;11378;49;false;false;34;100000;941c00c6;37;3;9;38210000;;;
1;slums;Blackwood Mushfake;3;187;187;b6010058;2043;95;15683;89;false;false;34;100000;951c00c6;1;2;9;7080000;;;
1;slums;Blackwood Mushfake;4;225;225;b6010058;10705;3695;9935;40;false;false;34;100000;951c00c6;37;2;9;38210000;;1;
1;slums;Blackwood Ace;3;250;250;b7010058;2003;95;17361;99;false;false;34;100000;961c00c6;;1;4;7080000;;;
1;slums;Blackwood Mushfake;4;225;225;b6010058;11025;3695;9482;;false;false;34;100000;951c00c6;;2;9;45210000;;1;
1;slums;Blackwood Ace;4;300;300;b7010058;11950;7295;2015;173;false;false;34;100000;961c00c6;37;1;4;38210000;;1;
1;slums;Blackwood Goof;4;150;150;b4010058;24032;495;-3315;50;false;false;34;100000;941c00c6;;3;9;7080000;;1;
1;slums;Blackwood Goof;4;150;150;b4010058;24821;495;-3728;28;false;false;34;100000;941c00c6;;3;9;7080000;;1;
1;slums;Blackwood Ace;4;300;300;b7010058;26517;495;-1139;7;false;false;34;100000;961c00c6;4;1;4;7080000;;1;
3;it;Gold Blood Enthusiast;13;562;562;d7090058;34262;-1105;-1228;80;false;false;34;100000;601c00c6;;2;9;7080000;693;3;671091276
3;it;Gold Blood Enthusiast;13;562;562;d7090058;47059;-1105;-1193;194;false;false;34;100000;601c00c6;;2;9;7080000;693;3;671091276
3;it;Gold Blood Enthusiast;13;562;562;d6090058;47129;-1105;-11879;220;false;false;34;100000;601c00c6;1;2;9;7080000;693;3;
3;it;Randy;1;75;0;29020040;36866;-1185;-4465;;false;false;34;100000;;42;3;;fd070000;;;
3;it;Agent Green;255;12850;0;6e060040;38098;-1185;-4015;;false;false;34;100000;;42;1;2;fd070000;46626;255;
3;it;Randy;1;75;0;2a020040;36363;-1185;-3045;;false;false;34;100000;;42;3;;fd070000;;;
3;it;Randy;1;75;0;2a020040;36146;-1185;-2841;;false;false;34;100000;;42;3;;fd070000;;;
3;it;Gold Blood Brother;13;375;375;d4090058;36685;1295;-13255;15;false;false;34;100000;5f1c00c6;1;3;9;7080000;693;3;
3;it;Special Agent;50;2600;0;6e060040;42662;-1105;-6400;192;false;false;34;100000;;;1;4;fd070000;46626;12;671090893
3;it;Gold Blood Enthusiast;13;562;562;d6090058;40334;-1105;-14677;130;false;false;34;100000;601c00c6;;2;9;7080000;693;3;
3;it;Gold Blood Champion;13;750;750;d7090058;37645;-1105;-14501;;false;false;34;100000;611c00c6;;1;4;7080000;693;3;
3;it;Gold Blood Claviger;11;487;487;d7090058;42730;-305;-20362;;false;false;34;100000;;;2;9;7080000;697;2;
3;it;Gold Blood Claviger;11;487;487;d6090058;42305;-1105;-28243;49;false;false;34;100000;;1;2;9;7080000;697;2;
3;it;Gold Blood Guard;11;650;650;d7090058;42653;-1105;-28790;225;false;false;34;100000;5d1c00c6;;1;4;7080000;697;2;
3;it;Gold Blood Claviger;11;487;487;d6090058;42094;-1105;-28411;142;false;false;34;100000;;1;2;9;7080000;697;2;671091276
3;it;Gold Blood Guard;11;650;650;d7090058;42128;-1105;-28308;194;false;false;34;100000;5d1c00c6;5;1;4;7080000;697;2;671091276
3;it;Gold Blood Novice;11;325;325;d8090058;41441;-1105;-21633;48;false;false;34;100000;5b1c00c6;;3;9;7080000;697;2;671091276
3;it;Gold Blood Claviger;11;487;487;d7090058;42633;-305;-20126;228;false;false;34;100000;;;2;9;7080000;697;2;671091276
3;it;Gold Blood Enthusiast;13;562;562;d7090058;37640;-1105;-14992;108;false;false;34;100000;601c00c6;;2;9;7080000;693;3;671091276
3;it;Gold Blood Champion;13;750;750;d7090058;37056;-1105;-14744;52;false;false;34;100000;611c00c6;;1;4;7080000;693;3;671091276
3;it;Gold Blood Brother;13;375;375;d4090058;36351;1295;-13195;29;false;false;34;100000;5f1c00c6;4;3;9;7080000;693;3;
3;it;Gold Blood Enthusiast;13;562;562;d7090058;40875;1295;-12928;61;false;false;34;100000;601c00c6;4;2;9;7080000;693;3;
3;it;Special Agent;51;2650;0;3600004e;43065;-1105;-6057;60;false;false;34;100000;;;1;4;fd070000;46626;12;
3;it;Gold Blood Champion;13;750;750;d7090058;47286;-1105;-15038;38;false;false;34;100000;611c00c6;4;1;4;7080000;693;3;
3;it;Gold Blood Enthusiast;13;562;562;d6090058;47737;-1105;-1183;189;false;false;34;100000;601c00c6;;2;9;7080000;693;3;671091276
3;it;Gold Blood Enthusiast;13;562;562;d7090058;46897;-1105;-328;112;false;false;34;100000;601c00c6;;2;9;7080000;693;3;671091276
1;slums;Daryl Hentzel;1;75;75;38000024;42814;85;-16008;128;false;false;34;100000;;3;3;4;3080000;;;
1;slums;Corrupted;79;3037;3037;60000040;15041;1285;-1726;6;false;false;34;100000;302300c6;3;2;9;6080000;47419;19;
1;slums;Blackwood Goof;5;175;175;b3010058;18924;95;-8852;243;false;false;34;100000;941c00c6;;3;9;7080000;;1;
1;slums;Blood Noble;59;1525;0;3040040;25747;95;-13077;23;false;false;34;100000;;;3;9;fd070000;47669;14;671091217
1;slums;Blood Noble;59;1525;0;c700004e;26539;-5;-13610;85;false;false;34;100000;;;3;9;fd070000;47648;14;671090076
1;slums;Blackwood Goof;5;175;175;b2010058;21309;95;-14951;51;false;false;34;100000;941c00c6;;3;9;7080000;;1;
1;slums;Blood Noble;59;3050;0;47050040;26098;95;-15294;221;false;false;34;100000;;;1;4;fd070000;47667;14;671090899
1;slums;Blackwood Mushfake;6;300;300;b5010058;34973;-505;-27555;253;false;false;34;100000;951c00c6;1;2;9;f9070000;;1;
2;dt;Suit Office Girl;31;825;825;e5080058;1196;1847;1521;119;false;false;34;100000;bf1b00c6;1;3;9;7080000;7873;7;671091276
